"","metric","msa","date","value"
"745","CPI","NY","1945-12-01",19.1
"746","CPI","NY","1946-01-01",19.2
"747","CPI","NY","1946-02-01",19.2
"748","CPI","NY","1946-03-01",19.3
"749","CPI","NY","1946-04-01",19.5
"750","CPI","NY","1946-05-01",19.6
"751","CPI","NY","1946-06-01",19.8
"752","CPI","NY","1946-07-01",21
"753","CPI","NY","1946-08-01",21.3
"754","CPI","NY","1946-09-01",21.8
"755","CPI","NY","1946-10-01",22.3
"756","CPI","NY","1946-11-01",22.5
"757","CPI","NY","1946-12-01",22.7
"758","CPI","NY","1947-01-01",22.6
"759","CPI","NY","1947-02-01",22.5
"760","CPI","NY","1947-03-01",23
"761","CPI","NY","1947-04-01",22.9
"762","CPI","NY","1947-05-01",22.7
"763","CPI","NY","1947-06-01",22.9
"764","CPI","NY","1947-07-01",23
"765","CPI","NY","1947-08-01",23.2
"766","CPI","NY","1947-09-01",23.6
"767","CPI","NY","1947-10-01",23.6
"768","CPI","NY","1947-11-01",23.9
"769","CPI","NY","1947-12-01",24.1
"770","CPI","NY","1948-01-01",24.4
"771","CPI","NY","1948-02-01",24.3
"772","CPI","NY","1948-03-01",24
"773","CPI","NY","1948-04-01",24.4
"774","CPI","NY","1948-05-01",24.5
"775","CPI","NY","1948-06-01",24.7
"776","CPI","NY","1948-07-01",25.2
"777","CPI","NY","1948-08-01",25.3
"778","CPI","NY","1948-09-01",25.3
"779","CPI","NY","1948-10-01",25.1
"780","CPI","NY","1948-11-01",25
"781","CPI","NY","1948-12-01",24.7
"782","CPI","NY","1949-01-01",24.7
"783","CPI","NY","1949-02-01",24.4
"784","CPI","NY","1949-03-01",24.5
"785","CPI","NY","1949-04-01",24.6
"786","CPI","NY","1949-05-01",24.5
"787","CPI","NY","1949-06-01",24.5
"788","CPI","NY","1949-07-01",24.5
"789","CPI","NY","1949-08-01",24.5
"790","CPI","NY","1949-09-01",24.6
"791","CPI","NY","1949-10-01",24.3
"792","CPI","NY","1949-11-01",24.3
"793","CPI","NY","1949-12-01",24.2
"794","CPI","NY","1950-01-01",24
"795","CPI","NY","1950-02-01",24.1
"796","CPI","NY","1950-03-01",24.1
"797","CPI","NY","1950-04-01",24.2
"798","CPI","NY","1950-05-01",24.2
"799","CPI","NY","1950-06-01",24.3
"800","CPI","NY","1950-07-01",24.7
"801","CPI","NY","1950-08-01",24.7
"802","CPI","NY","1950-09-01",25
"803","CPI","NY","1950-10-01",25.1
"804","CPI","NY","1950-11-01",25.3
"805","CPI","NY","1950-12-01",25.6
"806","CPI","NY","1951-01-01",25.9
"807","CPI","NY","1951-02-01",26.3
"808","CPI","NY","1951-03-01",26.3
"809","CPI","NY","1951-04-01",26.3
"810","CPI","NY","1951-05-01",26.5
"811","CPI","NY","1951-06-01",26.3
"812","CPI","NY","1951-07-01",26.4
"813","CPI","NY","1951-08-01",26.4
"814","CPI","NY","1951-09-01",26.6
"815","CPI","NY","1951-10-01",26.7
"816","CPI","NY","1951-11-01",26.8
"817","CPI","NY","1951-12-01",26.8
"818","CPI","NY","1952-01-01",26.8
"819","CPI","NY","1952-02-01",26.7
"820","CPI","NY","1952-03-01",26.6
"821","CPI","NY","1952-04-01",26.7
"822","CPI","NY","1952-05-01",26.7
"823","CPI","NY","1952-06-01",26.7
"824","CPI","NY","1952-07-01",27.1
"825","CPI","NY","1952-08-01",27.1
"826","CPI","NY","1952-09-01",27.1
"827","CPI","NY","1952-10-01",27.1
"828","CPI","NY","1952-11-01",27.2
"829","CPI","NY","1952-12-01",27
"830","CPI","NY","1953-01-01",26.9
"831","CPI","NY","1953-02-01",26.8
"832","CPI","NY","1953-03-01",26.8
"833","CPI","NY","1953-04-01",26.8
"834","CPI","NY","1953-05-01",26.8
"835","CPI","NY","1953-06-01",27
"836","CPI","NY","1953-07-01",27.1
"837","CPI","NY","1953-08-01",27.2
"838","CPI","NY","1953-09-01",27.3
"839","CPI","NY","1953-10-01",27.3
"840","CPI","NY","1953-11-01",27.2
"841","CPI","NY","1953-12-01",27.3
"842","CPI","NY","1954-01-01",27.3
"843","CPI","NY","1954-02-01",27.2
"844","CPI","NY","1954-03-01",27.1
"845","CPI","NY","1954-04-01",27.2
"846","CPI","NY","1954-05-01",27.2
"847","CPI","NY","1954-06-01",27.2
"848","CPI","NY","1954-07-01",27.3
"849","CPI","NY","1954-08-01",27.3
"850","CPI","NY","1954-09-01",27.2
"851","CPI","NY","1954-10-01",27.2
"852","CPI","NY","1954-11-01",27.2
"853","CPI","NY","1954-12-01",27.1
"854","CPI","NY","1955-01-01",27.1
"855","CPI","NY","1955-02-01",27.2
"856","CPI","NY","1955-03-01",27.1
"857","CPI","NY","1955-04-01",27.1
"858","CPI","NY","1955-05-01",27
"859","CPI","NY","1955-06-01",27
"860","CPI","NY","1955-07-01",27
"861","CPI","NY","1955-08-01",27
"862","CPI","NY","1955-09-01",27.2
"863","CPI","NY","1955-10-01",27.1
"864","CPI","NY","1955-11-01",27.2
"865","CPI","NY","1955-12-01",27
"866","CPI","NY","1956-01-01",27.1
"867","CPI","NY","1956-02-01",27.1
"868","CPI","NY","1956-03-01",27.1
"869","CPI","NY","1956-04-01",27.1
"870","CPI","NY","1956-05-01",27.3
"871","CPI","NY","1956-06-01",27.4
"872","CPI","NY","1956-07-01",27.6
"873","CPI","NY","1956-08-01",27.6
"874","CPI","NY","1956-09-01",27.8
"875","CPI","NY","1956-10-01",27.9
"876","CPI","NY","1956-11-01",27.9
"877","CPI","NY","1956-12-01",27.9
"878","CPI","NY","1957-01-01",27.9
"879","CPI","NY","1957-02-01",28
"880","CPI","NY","1957-03-01",28
"881","CPI","NY","1957-04-01",28.2
"882","CPI","NY","1957-05-01",28.3
"883","CPI","NY","1957-06-01",28.4
"884","CPI","NY","1957-07-01",28.6
"885","CPI","NY","1957-08-01",28.6
"886","CPI","NY","1957-09-01",28.5
"887","CPI","NY","1957-10-01",28.6
"888","CPI","NY","1957-11-01",28.6
"889","CPI","NY","1957-12-01",28.6
"890","CPI","NY","1958-01-01",29
"891","CPI","NY","1958-02-01",29
"892","CPI","NY","1958-03-01",29.2
"893","CPI","NY","1958-04-01",29.2
"894","CPI","NY","1958-05-01",29.2
"895","CPI","NY","1958-06-01",29.2
"896","CPI","NY","1958-07-01",29.2
"897","CPI","NY","1958-08-01",29.2
"898","CPI","NY","1958-09-01",29.3
"899","CPI","NY","1958-10-01",29.3
"900","CPI","NY","1958-11-01",29.4
"901","CPI","NY","1958-12-01",29.3
"902","CPI","NY","1959-01-01",29.4
"903","CPI","NY","1959-02-01",29.4
"904","CPI","NY","1959-03-01",29.4
"905","CPI","NY","1959-04-01",29.4
"906","CPI","NY","1959-05-01",29.4
"907","CPI","NY","1959-06-01",29.6
"908","CPI","NY","1959-07-01",29.8
"909","CPI","NY","1959-08-01",29.7
"910","CPI","NY","1959-09-01",29.8
"911","CPI","NY","1959-10-01",29.9
"912","CPI","NY","1959-11-01",30
"913","CPI","NY","1959-12-01",30
"914","CPI","NY","1960-01-01",30
"915","CPI","NY","1960-02-01",30
"916","CPI","NY","1960-03-01",30
"917","CPI","NY","1960-04-01",30.1
"918","CPI","NY","1960-05-01",30.1
"919","CPI","NY","1960-06-01",30.1
"920","CPI","NY","1960-07-01",30.1
"921","CPI","NY","1960-08-01",30.2
"922","CPI","NY","1960-09-01",30.3
"923","CPI","NY","1960-10-01",30.4
"924","CPI","NY","1960-11-01",30.5
"925","CPI","NY","1960-12-01",30.5
"926","CPI","NY","1961-01-01",30.4
"927","CPI","NY","1961-02-01",30.4
"928","CPI","NY","1961-03-01",30.4
"929","CPI","NY","1961-04-01",30.3
"930","CPI","NY","1961-05-01",30.3
"931","CPI","NY","1961-06-01",30.3
"932","CPI","NY","1961-07-01",30.5
"933","CPI","NY","1961-08-01",30.5
"934","CPI","NY","1961-09-01",30.6
"935","CPI","NY","1961-10-01",30.6
"936","CPI","NY","1961-11-01",30.6
"937","CPI","NY","1961-12-01",30.6
"938","CPI","NY","1962-01-01",30.7
"939","CPI","NY","1962-02-01",30.8
"940","CPI","NY","1962-03-01",30.8
"941","CPI","NY","1962-04-01",30.8
"942","CPI","NY","1962-05-01",30.7
"943","CPI","NY","1962-06-01",30.8
"944","CPI","NY","1962-07-01",30.9
"945","CPI","NY","1962-08-01",31
"946","CPI","NY","1962-09-01",31.2
"947","CPI","NY","1962-10-01",31.2
"948","CPI","NY","1962-11-01",31.1
"949","CPI","NY","1962-12-01",31.1
"950","CPI","NY","1963-01-01",31.2
"951","CPI","NY","1963-02-01",31.3
"952","CPI","NY","1963-03-01",31.3
"953","CPI","NY","1963-04-01",31.4
"954","CPI","NY","1963-05-01",31.3
"955","CPI","NY","1963-06-01",31.6
"956","CPI","NY","1963-07-01",31.8
"957","CPI","NY","1963-08-01",31.8
"958","CPI","NY","1963-09-01",31.8
"959","CPI","NY","1963-10-01",31.8
"960","CPI","NY","1963-11-01",31.9
"961","CPI","NY","1963-12-01",32
"962","CPI","NY","1964-01-01",31.9
"963","CPI","NY","1964-02-01",32
"964","CPI","NY","1964-03-01",32
"965","CPI","NY","1964-04-01",32
"966","CPI","NY","1964-05-01",32
"967","CPI","NY","1964-06-01",32
"968","CPI","NY","1964-07-01",32.1
"969","CPI","NY","1964-08-01",32.1
"970","CPI","NY","1964-09-01",32.2
"971","CPI","NY","1964-10-01",32.2
"972","CPI","NY","1964-11-01",32.3
"973","CPI","NY","1964-12-01",32.3
"974","CPI","NY","1965-01-01",32.2
"975","CPI","NY","1965-02-01",32.3
"976","CPI","NY","1965-03-01",32.3
"977","CPI","NY","1965-04-01",32.4
"978","CPI","NY","1965-05-01",32.5
"979","CPI","NY","1965-06-01",32.6
"980","CPI","NY","1965-07-01",32.7
"981","CPI","NY","1965-08-01",32.7
"982","CPI","NY","1965-09-01",32.8
"983","CPI","NY","1965-10-01",32.9
"984","CPI","NY","1965-11-01",32.9
"985","CPI","NY","1965-12-01",33
"986","CPI","NY","1966-01-01",33
"987","CPI","NY","1966-02-01",33.2
"988","CPI","NY","1966-03-01",33.4
"989","CPI","NY","1966-04-01",33.5
"990","CPI","NY","1966-05-01",33.5
"991","CPI","NY","1966-06-01",33.5
"992","CPI","NY","1966-07-01",33.8
"993","CPI","NY","1966-08-01",33.9
"994","CPI","NY","1966-09-01",34.1
"995","CPI","NY","1966-10-01",34.2
"996","CPI","NY","1966-11-01",34.2
"997","CPI","NY","1966-12-01",34.2
"998","CPI","NY","1967-01-01",34.1
"999","CPI","NY","1967-02-01",34.3
"1000","CPI","NY","1967-03-01",34.3
"1001","CPI","NY","1967-04-01",34.3
"1002","CPI","NY","1967-05-01",34.4
"1003","CPI","NY","1967-06-01",34.5
"1004","CPI","NY","1967-07-01",34.6
"1005","CPI","NY","1967-08-01",34.7
"1006","CPI","NY","1967-09-01",34.8
"1007","CPI","NY","1967-10-01",34.9
"1008","CPI","NY","1967-11-01",35
"1009","CPI","NY","1967-12-01",35.1
"1010","CPI","NY","1968-01-01",35.1
"1011","CPI","NY","1968-02-01",35.3
"1012","CPI","NY","1968-03-01",35.5
"1013","CPI","NY","1968-04-01",35.6
"1014","CPI","NY","1968-05-01",35.7
"1015","CPI","NY","1968-06-01",35.9
"1016","CPI","NY","1968-07-01",36.1
"1017","CPI","NY","1968-08-01",36.4
"1018","CPI","NY","1968-09-01",36.6
"1019","CPI","NY","1968-10-01",36.8
"1020","CPI","NY","1968-11-01",36.9
"1021","CPI","NY","1968-12-01",37
"1022","CPI","NY","1969-01-01",37.2
"1023","CPI","NY","1969-02-01",37.3
"1024","CPI","NY","1969-03-01",37.7
"1025","CPI","NY","1969-04-01",37.9
"1026","CPI","NY","1969-05-01",38
"1027","CPI","NY","1969-06-01",38.3
"1028","CPI","NY","1969-07-01",38.4
"1029","CPI","NY","1969-08-01",38.5
"1030","CPI","NY","1969-09-01",38.8
"1031","CPI","NY","1969-10-01",39
"1032","CPI","NY","1969-11-01",39.1
"1033","CPI","NY","1969-12-01",39.5
"1034","CPI","NY","1970-01-01",39.8
"1035","CPI","NY","1970-02-01",40.2
"1036","CPI","NY","1970-03-01",40.4
"1037","CPI","NY","1970-04-01",40.7
"1038","CPI","NY","1970-05-01",40.9
"1039","CPI","NY","1970-06-01",41.2
"1040","CPI","NY","1970-07-01",41.3
"1041","CPI","NY","1970-08-01",41.4
"1042","CPI","NY","1970-09-01",41.7
"1043","CPI","NY","1970-10-01",41.9
"1044","CPI","NY","1970-11-01",42
"1045","CPI","NY","1970-12-01",42.3
"1046","CPI","NY","1971-01-01",42.4
"1047","CPI","NY","1971-02-01",42.7
"1048","CPI","NY","1971-03-01",43
"1049","CPI","NY","1971-04-01",43.1
"1050","CPI","NY","1971-05-01",43.3
"1051","CPI","NY","1971-06-01",43.6
"1052","CPI","NY","1971-07-01",43.9
"1053","CPI","NY","1971-08-01",43.9
"1054","CPI","NY","1971-09-01",44
"1055","CPI","NY","1971-10-01",44.1
"1056","CPI","NY","1971-11-01",44.1
"1057","CPI","NY","1971-12-01",44.3
"1058","CPI","NY","1972-01-01",44.5
"1059","CPI","NY","1972-02-01",44.8
"1060","CPI","NY","1972-03-01",45
"1061","CPI","NY","1972-04-01",45.1
"1062","CPI","NY","1972-05-01",45.2
"1063","CPI","NY","1972-06-01",45.3
"1064","CPI","NY","1972-07-01",45.5
"1065","CPI","NY","1972-08-01",45.6
"1066","CPI","NY","1972-09-01",46
"1067","CPI","NY","1972-10-01",46.1
"1068","CPI","NY","1972-11-01",46.1
"1069","CPI","NY","1972-12-01",46.2
"1070","CPI","NY","1973-01-01",46.3
"1071","CPI","NY","1973-02-01",46.7
"1072","CPI","NY","1973-03-01",47.2
"1073","CPI","NY","1973-04-01",47.6
"1074","CPI","NY","1973-05-01",47.8
"1075","CPI","NY","1973-06-01",48.1
"1076","CPI","NY","1973-07-01",48.2
"1077","CPI","NY","1973-08-01",49
"1078","CPI","NY","1973-09-01",49.2
"1079","CPI","NY","1973-10-01",49.5
"1080","CPI","NY","1973-11-01",50
"1081","CPI","NY","1973-12-01",50.5
"1082","CPI","NY","1974-01-01",50.8
"1083","CPI","NY","1974-02-01",51.6
"1084","CPI","NY","1974-03-01",52.2
"1085","CPI","NY","1974-04-01",52.2
"1086","CPI","NY","1974-05-01",52.8
"1087","CPI","NY","1974-06-01",53.2
"1088","CPI","NY","1974-07-01",53.4
"1089","CPI","NY","1974-08-01",54.3
"1090","CPI","NY","1974-09-01",54.9
"1091","CPI","NY","1974-10-01",55.4
"1092","CPI","NY","1974-11-01",55.7
"1093","CPI","NY","1974-12-01",56
"1094","CPI","NY","1975-01-01",56
"1095","CPI","NY","1975-02-01",56.5
"1096","CPI","NY","1975-03-01",56.5
"1097","CPI","NY","1975-04-01",56.6
"1098","CPI","NY","1975-05-01",56.8
"1099","CPI","NY","1975-06-01",57.1
"1100","CPI","NY","1975-07-01",57.6
"1101","CPI","NY","1975-08-01",57.9
"1102","CPI","NY","1975-09-01",58.6
"1103","CPI","NY","1975-10-01",58.8
"1104","CPI","NY","1975-11-01",59.3
"1105","CPI","NY","1975-12-01",59.6
"1106","CPI","NY","1976-01-01",59.7
"1107","CPI","NY","1976-02-01",60
"1108","CPI","NY","1976-03-01",60.2
"1109","CPI","NY","1976-04-01",60.3
"1110","CPI","NY","1976-05-01",60.5
"1111","CPI","NY","1976-06-01",60.9
"1112","CPI","NY","1976-07-01",61.1
"1113","CPI","NY","1976-08-01",61.4
"1114","CPI","NY","1976-09-01",61.8
"1115","CPI","NY","1976-10-01",61.9
"1116","CPI","NY","1976-11-01",61.9
"1117","CPI","NY","1976-12-01",62.2
"1118","CPI","NY","1977-01-01",62.4
"1119","CPI","NY","1977-02-01",63
"1120","CPI","NY","1977-03-01",63.3
"1121","CPI","NY","1977-04-01",63.5
"1122","CPI","NY","1977-05-01",63.9
"1123","CPI","NY","1977-06-01",64.4
"1124","CPI","NY","1977-07-01",64.5
"1125","CPI","NY","1977-08-01",64.8
"1126","CPI","NY","1977-09-01",64.8
"1127","CPI","NY","1977-10-01",64.9
"1128","CPI","NY","1977-11-01",65.2
"1129","CPI","NY","1977-12-01",65.3
"1130","CPI","NY","1978-01-01",65.7
"1131","CPI","NY","1978-02-01",66
"1132","CPI","NY","1978-03-01",66.5
"1133","CPI","NY","1978-04-01",66.9
"1134","CPI","NY","1978-05-01",67.3
"1135","CPI","NY","1978-06-01",68
"1136","CPI","NY","1978-07-01",68.1
"1137","CPI","NY","1978-08-01",68.4
"1138","CPI","NY","1978-09-01",68.8
"1139","CPI","NY","1978-10-01",69.3
"1140","CPI","NY","1978-11-01",69.5
"1141","CPI","NY","1978-12-01",69.7
"1142","CPI","NY","1979-01-01",70.2
"1143","CPI","NY","1979-02-01",71
"1144","CPI","NY","1979-03-01",71.4
"1145","CPI","NY","1979-04-01",72.1
"1146","CPI","NY","1979-05-01",72.8
"1147","CPI","NY","1979-06-01",73.5
"1148","CPI","NY","1979-07-01",74
"1149","CPI","NY","1979-08-01",74.5
"1150","CPI","NY","1979-09-01",75.4
"1151","CPI","NY","1979-10-01",76.1
"1152","CPI","NY","1979-11-01",76.6
"1153","CPI","NY","1979-12-01",77.1
"1154","CPI","NY","1980-01-01",78.2
"1155","CPI","NY","1980-02-01",78.9
"1156","CPI","NY","1980-03-01",80
"1157","CPI","NY","1980-04-01",80.6
"1158","CPI","NY","1980-05-01",81.1
"1159","CPI","NY","1980-06-01",82.1
"1160","CPI","NY","1980-07-01",82.6
"1161","CPI","NY","1980-08-01",83.3
"1162","CPI","NY","1980-09-01",83.6
"1163","CPI","NY","1980-10-01",84.1
"1164","CPI","NY","1980-11-01",84.6
"1165","CPI","NY","1980-12-01",85.5
"1166","CPI","NY","1981-01-01",86.3
"1167","CPI","NY","1981-02-01",87.4
"1168","CPI","NY","1981-03-01",87.8
"1169","CPI","NY","1981-04-01",88.3
"1170","CPI","NY","1981-05-01",88.8
"1171","CPI","NY","1981-06-01",89.5
"1172","CPI","NY","1981-07-01",90.8
"1173","CPI","NY","1981-08-01",91.6
"1174","CPI","NY","1981-09-01",93
"1175","CPI","NY","1981-10-01",92.7
"1176","CPI","NY","1981-11-01",92.6
"1177","CPI","NY","1981-12-01",92.7
"1178","CPI","NY","1982-01-01",92.9
"1179","CPI","NY","1982-02-01",93.1
"1180","CPI","NY","1982-03-01",92.5
"1181","CPI","NY","1982-04-01",92.8
"1182","CPI","NY","1982-05-01",93.7
"1183","CPI","NY","1982-06-01",95.7
"1184","CPI","NY","1982-07-01",95.9
"1185","CPI","NY","1982-08-01",96.3
"1186","CPI","NY","1982-09-01",97.1
"1187","CPI","NY","1982-10-01",98.4
"1188","CPI","NY","1982-11-01",98.1
"1189","CPI","NY","1982-12-01",97.5
"1190","CPI","NY","1983-01-01",97.8
"1191","CPI","NY","1983-02-01",98
"1192","CPI","NY","1983-03-01",98.1
"1193","CPI","NY","1983-04-01",99.1
"1194","CPI","NY","1983-05-01",99.4
"1195","CPI","NY","1983-06-01",99.7
"1196","CPI","NY","1983-07-01",100
"1197","CPI","NY","1983-08-01",100.1
"1198","CPI","NY","1983-09-01",101
"1199","CPI","NY","1983-10-01",101.3
"1200","CPI","NY","1983-11-01",101.7
"1201","CPI","NY","1983-12-01",101.8
"1202","CPI","NY","1984-01-01",102.8
"1203","CPI","NY","1984-02-01",103.4
"1204","CPI","NY","1984-03-01",103.7
"1205","CPI","NY","1984-04-01",104.1
"1206","CPI","NY","1984-05-01",104.1
"1207","CPI","NY","1984-06-01",104.3
"1208","CPI","NY","1984-07-01",104.8
"1209","CPI","NY","1984-08-01",105.5
"1210","CPI","NY","1984-09-01",106.2
"1211","CPI","NY","1984-10-01",106.1
"1212","CPI","NY","1984-11-01",106.5
"1213","CPI","NY","1984-12-01",106.5
"1214","CPI","NY","1985-01-01",106.7
"1215","CPI","NY","1985-02-01",107.3
"1216","CPI","NY","1985-03-01",107.5
"1217","CPI","NY","1985-04-01",107.9
"1218","CPI","NY","1985-05-01",108.1
"1219","CPI","NY","1985-06-01",108.3
"1220","CPI","NY","1985-07-01",108.4
"1221","CPI","NY","1985-08-01",109.2
"1222","CPI","NY","1985-09-01",109.6
"1223","CPI","NY","1985-10-01",109.8
"1224","CPI","NY","1985-11-01",110.7
"1225","CPI","NY","1985-12-01",111
"1226","CPI","NY","1986-01-01",111.8
"1227","CPI","NY","1986-02-01",111.5
"1228","CPI","NY","1986-03-01",111.5
"1229","CPI","NY","1986-04-01",111.2
"1230","CPI","NY","1986-05-01",110.9
"1231","CPI","NY","1986-06-01",111.7
"1232","CPI","NY","1986-07-01",112.5
"1233","CPI","NY","1986-08-01",112.7
"1234","CPI","NY","1986-09-01",113
"1235","CPI","NY","1986-10-01",113.4
"1236","CPI","NY","1986-11-01",113.3
"1237","CPI","NY","1986-12-01",113.8
"1238","CPI","NY","1987-01-01",114.7
"1239","CPI","NY","1987-02-01",115.3
"1240","CPI","NY","1987-03-01",115.8
"1241","CPI","NY","1987-04-01",116.6
"1242","CPI","NY","1987-05-01",117.3
"1243","CPI","NY","1987-06-01",117.8
"1244","CPI","NY","1987-07-01",117.9
"1245","CPI","NY","1987-08-01",118.9
"1246","CPI","NY","1987-09-01",119.8
"1247","CPI","NY","1987-10-01",120.2
"1248","CPI","NY","1987-11-01",120.5
"1249","CPI","NY","1987-12-01",120.6
"1250","CPI","NY","1988-01-01",121.3
"1251","CPI","NY","1988-02-01",121.1
"1252","CPI","NY","1988-03-01",121.5
"1253","CPI","NY","1988-04-01",122.6
"1254","CPI","NY","1988-05-01",122.7
"1255","CPI","NY","1988-06-01",123.1
"1256","CPI","NY","1988-07-01",123.6
"1257","CPI","NY","1988-08-01",124.2
"1258","CPI","NY","1988-09-01",126
"1259","CPI","NY","1988-10-01",126.2
"1260","CPI","NY","1988-11-01",125.9
"1261","CPI","NY","1988-12-01",126
"1262","CPI","NY","1989-01-01",127
"1263","CPI","NY","1989-02-01",127.6
"1264","CPI","NY","1989-03-01",128.9
"1265","CPI","NY","1989-04-01",129.5
"1266","CPI","NY","1989-05-01",130.2
"1267","CPI","NY","1989-06-01",130.5
"1268","CPI","NY","1989-07-01",130.6
"1269","CPI","NY","1989-08-01",130.9
"1270","CPI","NY","1989-09-01",132.2
"1271","CPI","NY","1989-10-01",132.8
"1272","CPI","NY","1989-11-01",133.2
"1273","CPI","NY","1989-12-01",133.3
"1274","CPI","NY","1990-01-01",135.1
"1275","CPI","NY","1990-02-01",135.3
"1276","CPI","NY","1990-03-01",136.6
"1277","CPI","NY","1990-04-01",137.3
"1278","CPI","NY","1990-05-01",137.2
"1279","CPI","NY","1990-06-01",137.1
"1280","CPI","NY","1990-07-01",138.4
"1281","CPI","NY","1990-08-01",140
"1282","CPI","NY","1990-09-01",140.8
"1283","CPI","NY","1990-10-01",141.6
"1284","CPI","NY","1990-11-01",141.5
"1285","CPI","NY","1990-12-01",141.6
"1286","CPI","NY","1991-01-01",143
"1287","CPI","NY","1991-02-01",143.6
"1288","CPI","NY","1991-03-01",143.4
"1289","CPI","NY","1991-04-01",143.7
"1290","CPI","NY","1991-05-01",144
"1291","CPI","NY","1991-06-01",144.6
"1292","CPI","NY","1991-07-01",145.2
"1293","CPI","NY","1991-08-01",145.4
"1294","CPI","NY","1991-09-01",145.8
"1295","CPI","NY","1991-10-01",145.7
"1296","CPI","NY","1991-11-01",146.6
"1297","CPI","NY","1991-12-01",146.6
"1298","CPI","NY","1992-01-01",147.3
"1299","CPI","NY","1992-02-01",148
"1300","CPI","NY","1992-03-01",149.1
"1301","CPI","NY","1992-04-01",149.2
"1302","CPI","NY","1992-05-01",148.9
"1303","CPI","NY","1992-06-01",149.5
"1304","CPI","NY","1992-07-01",149.9
"1305","CPI","NY","1992-08-01",150.8
"1306","CPI","NY","1992-09-01",151.4
"1307","CPI","NY","1992-10-01",152.1
"1308","CPI","NY","1992-11-01",152.2
"1309","CPI","NY","1992-12-01",151.9
"1310","CPI","NY","1993-01-01",153
"1311","CPI","NY","1993-02-01",153.6
"1312","CPI","NY","1993-03-01",154.1
"1313","CPI","NY","1993-04-01",154
"1314","CPI","NY","1993-05-01",153.8
"1315","CPI","NY","1993-06-01",154.2
"1316","CPI","NY","1993-07-01",154.3
"1317","CPI","NY","1993-08-01",155.3
"1318","CPI","NY","1993-09-01",155.3
"1319","CPI","NY","1993-10-01",155.5
"1320","CPI","NY","1993-11-01",155.4
"1321","CPI","NY","1993-12-01",155.6
"1322","CPI","NY","1994-01-01",156
"1323","CPI","NY","1994-02-01",157.4
"1324","CPI","NY","1994-03-01",157.9
"1325","CPI","NY","1994-04-01",157.7
"1326","CPI","NY","1994-05-01",157.3
"1327","CPI","NY","1994-06-01",157.8
"1328","CPI","NY","1994-07-01",158.2
"1329","CPI","NY","1994-08-01",159.1
"1330","CPI","NY","1994-09-01",159
"1331","CPI","NY","1994-10-01",159.5
"1332","CPI","NY","1994-11-01",159.4
"1333","CPI","NY","1994-12-01",158.9
"1334","CPI","NY","1995-01-01",159.9
"1335","CPI","NY","1995-02-01",160.3
"1336","CPI","NY","1995-03-01",160.9
"1337","CPI","NY","1995-04-01",161.4
"1338","CPI","NY","1995-05-01",161.8
"1339","CPI","NY","1995-06-01",162.2
"1340","CPI","NY","1995-07-01",162.3
"1341","CPI","NY","1995-08-01",162.8
"1342","CPI","NY","1995-09-01",163.2
"1343","CPI","NY","1995-10-01",163.6
"1344","CPI","NY","1995-11-01",163.8
"1345","CPI","NY","1995-12-01",163.7
"1346","CPI","NY","1996-01-01",164.8
"1347","CPI","NY","1996-02-01",165.7
"1348","CPI","NY","1996-03-01",166.5
"1349","CPI","NY","1996-04-01",166
"1350","CPI","NY","1996-05-01",166.4
"1351","CPI","NY","1996-06-01",166.5
"1352","CPI","NY","1996-07-01",166.7
"1353","CPI","NY","1996-08-01",167.2
"1354","CPI","NY","1996-09-01",168.2
"1355","CPI","NY","1996-10-01",168.2
"1356","CPI","NY","1996-11-01",168.4
"1357","CPI","NY","1996-12-01",168.5
"1358","CPI","NY","1997-01-01",169.1
"1359","CPI","NY","1997-02-01",170.1
"1360","CPI","NY","1997-03-01",170.7
"1361","CPI","NY","1997-04-01",170.2
"1362","CPI","NY","1997-05-01",169.9
"1363","CPI","NY","1997-06-01",170.3
"1364","CPI","NY","1997-07-01",170.8
"1365","CPI","NY","1997-08-01",170.8
"1366","CPI","NY","1997-09-01",171.7
"1367","CPI","NY","1997-10-01",172.3
"1368","CPI","NY","1997-11-01",172
"1369","CPI","NY","1997-12-01",171.9
"1370","CPI","NY","1998-01-01",172.1
"1371","CPI","NY","1998-02-01",172.7
"1372","CPI","NY","1998-03-01",173
"1373","CPI","NY","1998-04-01",173
"1374","CPI","NY","1998-05-01",173
"1375","CPI","NY","1998-06-01",173.1
"1376","CPI","NY","1998-07-01",173.6
"1377","CPI","NY","1998-08-01",174.2
"1378","CPI","NY","1998-09-01",174.4
"1379","CPI","NY","1998-10-01",174.8
"1380","CPI","NY","1998-11-01",174.7
"1381","CPI","NY","1998-12-01",174.7
"1382","CPI","NY","1999-01-01",175
"1383","CPI","NY","1999-02-01",175.1
"1384","CPI","NY","1999-03-01",175.5
"1385","CPI","NY","1999-04-01",176
"1386","CPI","NY","1999-05-01",176.1
"1387","CPI","NY","1999-06-01",176.8
"1388","CPI","NY","1999-07-01",177.2
"1389","CPI","NY","1999-08-01",177.6
"1390","CPI","NY","1999-09-01",178.2
"1391","CPI","NY","1999-10-01",178.9
"1392","CPI","NY","1999-11-01",178.8
"1393","CPI","NY","1999-12-01",178.6
"1394","CPI","NY","2000-01-01",179.3
"1395","CPI","NY","2000-02-01",180.5
"1396","CPI","NY","2000-03-01",181.5
"1397","CPI","NY","2000-04-01",181.4
"1398","CPI","NY","2000-05-01",181.4
